,Name,Price,Selldate,Public Year,Mileage,Origin,Bodytype,Seats,City,Year,Fueltype,Engine,Manufacturer
1524,Toyota Prado VX 2.7L,2680,4/11/2024,2021,96000,Nhap khau,SUV,7,Ha Noi,3,Xang,2700,Toyota
1525,Hyundai Tucson 2.0 AT Tieu chuan,695,4/11/2024,2021,32000,Lap rap,Crossover,5,Ha Noi,3,Xang,2000,Hyundai
1526,Toyota Camry 2.5Q,1235,4/11/2024,2022,58000,Nhap khau,Sedan,5,Ha Noi,2,Xang,2500,Toyota
1527,Mazda 3 1.5L Sport Premium,585,4/11/2024,2020,71000,Lap rap,Hatchback,5,Ha Noi,4,Xang,1500,Mazda
1528,Lexus RX 350,2180,4/11/2024,2016,130000,Nhap khau,SUV,5,Ha Noi,8,Xang,3500,Lexus
1529,Mercedes Benz E class E300 AMG,2599,4/11/2024,2023,18000,Lap rap,Sedan,5,Ha Noi,1,Xang,2000,Mercedes
1530,Mercedes Benz S class S450L,1990,4/11/2024,2017,65000,Lap rap,Sedan,5,Ha Noi,7,Xang,3000,Mercedes
1532,Nissan Almera VL 1.0 CVT Cao cap,445,4/11/2024,2021,55555,Nhap khau,Sedan,5,Ha Noi,3,Xang,1000,Nissan
1533,Ford Everest Titanium 2.0L 4x2 AT,965,4/11/2024,2021,50000,Nhap khau,SUV,7,Ha Noi,3,Dau,2000,Ford
1534,Mercedes Benz GLC 300 4Matic,1999,4/11/2024,2022,27000,Lap rap,SUV,5,Ha Noi,2,Xang,2000,Mercedes
1535,Mazda 2 1.5 AT,336,4/11/2024,2016,60000,Lap rap,Sedan,5,Ha Noi,8,Xang,1500,Mazda
1536,Mercedes Benz S class S450 4Matic,4150,4/11/2024,2022,10000,Nhap khau,Sedan,5,Ha Noi,2,Xang,3000,Mercedes
1537,VinFast Lux A 2.0 2.0 AT,525,4/11/2024,2020,79000,Lap rap,Sedan,5,Ha Noi,4,Xang,2000,VinFast
1538,Toyota Prado VX 2.7L,2030,4/11/2024,2019,115000,Nhap khau,SUV,7,Ha Noi,5,Xang,2700,Toyota
1539,Mazda CX8 Luxury,785,4/11/2024,2020,60000,Lap rap,SUV,7,Ha Noi,4,Xang,2500,Mazda
1540,Ford Ranger XLS 2.2L 4x2 AT,465,4/11/2024,2017,105000,Nhap khau,Ban tai,5,Ha Noi,7,Dau,2200,Ford
1541,Hyundai Accent 1.4 AT,398,4/11/2024,2020,3500,Lap rap,Sedan,5,Ha Noi,4,Xang,1400,Hyundai
1542,Mercedes Benz GLC 200 4Matic,1555,4/11/2024,2021,50000,Lap rap,SUV,5,Ha Noi,3,Xang,2000,Mercedes
1543,Ford Ranger XLS 2.2L 4x2 AT,580,4/11/2024,2021,40000,Nhap khau,Ban tai,5,Ha Noi,3,Dau,2200,Ford
1544,Mercedes Benz GLS 400 4Matic,1820,4/11/2024,2017,130000,Nhap khau,SUV,7,Ha Noi,7,Xang,3000,Mercedes
1545,Toyota Vios E CVT,435,4/11/2024,2022,50000,Lap rap,Sedan,5,Ha Noi,2,Xang,1500,Toyota
1546,Chevrolet Trailblazer LTZ 2.5L VGT 4x4 AT,639,4/11/2024,2018,50000,Nhap khau,SUV,7,Ha Noi,6,Dau,2500,Chevrolet
1547,Mercedes Benz Maybach S680 4Matic,13900,4/11/2024,2023,8000,Nhap khau,Sedan,4,Ha Noi,1,Xang,6000,Mercedes
1548,VinFast Fadil 1.4 AT Plus,316,4/11/2024,2021,0,Lap rap,Hatchback,5,Ha Noi,3,Xang,1400,VinFast
1549,Toyota Land Cruiser VX 4.6 V8,3050,4/11/2024,2016,98000,Nhap khau,SUV,8,Ha Noi,8,Xang,4600,Toyota
1550,VinFast Fadil 1.4 AT,300,4/11/2024,2020,62000,Lap rap,Hatchback,5,Ha Noi,4,Xang,1400,VinFast
1551,Mercedes Benz C class C300 AMG,1100,4/11/2024,2019,56000,Lap rap,Sedan,5,Ha Noi,5,Xang,2000,Mercedes
1552,Kia Sedona 2.2L DAT,648,4/11/2024,2018,110000,Lap rap,Van,7,Ha Noi,6,Dau,2200,Kia
1553,Ford Territory Titanium 1.5 AT,820,4/11/2024,2023,16000,Lap rap,SUV,5,Ha Noi,1,Xang,1500,Ford
1554,Mazda 3 1.5 AT,438,4/11/2024,2017,60000,Lap rap,Sedan,5,Ha Noi,7,Xang,1500,Mazda
1555,Toyota Camry 2.5Q,1175,4/11/2024,2022,0,Nhap khau,Sedan,5,Ha Noi,2,Xang,2500,Toyota
1556,VinFast Fadil 1.4 AT,336,4/11/2024,2021,52234,Lap rap,Hatchback,5,Ha Noi,3,Xang,1400,VinFast
1557,BMW 5 Series 530i Luxury Line,1450,4/11/2024,2019,44000,Nhap khau,Sedan,5,Ha Noi,5,Xang,2000,BMW
1558,Kia Sedona 2.2L DAT,679,4/11/2024,2018,150000,Lap rap,Van,7,Ha Noi,6,Dau,2200,Kia
1559,Volkswagen Polo 1.6 AT,385,4/11/2024,2018,24000,Nhap khau,Hatchback,5,Ha Noi,6,Xang,1600,Volkswagen
1560,Toyota Vios E CVT,450,4/11/2024,2022,16000,Lap rap,Sedan,5,Ha Noi,2,Xang,1500,Toyota
1561,Toyota Raize G 1.0 CVT,499,4/11/2024,2022,16000,Nhap khau,SUV,5,Ha Noi,2,Xang,1000,Toyota
1562,Mercedes Benz GLA class GLA 250 4Matic,619,4/11/2024,2015,90000,Nhap khau,SUV,5,Ha Noi,9,Xang,2000,Mercedes
1563,Kia Sportage Signature X-Line 1.6T AWD,915,4/11/2024,2022,18000,Lap rap,Crossover,5,Ha Noi,2,Xang,1600,Kia
1564,Mercedes Benz GLC 300 4Matic,1010,4/11/2024,2017,74000,Lap rap,SUV,5,Ha Noi,7,Xang,2000,Mercedes
1565,Toyota Yaris 1.5G,535,4/11/2024,2020,0,Nhap khau,Hatchback,5,Ha Noi,4,Xang,1500,Toyota
1566,Hyundai Custin Cao Cap 2.0T,899,4/11/2024,2023,6000,Lap rap,Van,7,Ha Noi,1,Xang,2000,Hyundai
1567,Mercedes Benz GLC 300 4Matic,1820,4/11/2024,2021,57000,Lap rap,SUV,5,Ha Noi,3,Xang,2000,Mercedes
1568,Chevrolet Trailblazer LTZ 2.5L VGT 4x4 AT,625,4/11/2024,2018,0,Nhap khau,SUV,7,Ha Noi,6,Dau,2500,Chevrolet
1569,Lexus LX 600 Vip,9800,4/11/2024,2023,4900,Nhap khau,SUV,4,Ha Noi,1,Xang,3400,Lexus
1570,Mercedes Benz Maybach S450 4Matic,4150,4/11/2024,2019,22000,Nhap khau,Sedan,5,Ha Noi,5,Xang,3000,Mercedes
1571,Mercedes Benz C class C180 AMG,935,4/11/2024,2021,0,Lap rap,Sedan,5,Ha Noi,3,Xang,1500,Mercedes
1572,BMW 4 Series 430i Convertible M Sport,3000,4/11/2024,2023,12000,Nhap khau,Convertible,4,Ha Noi,1,Xang,2000,BMW
1573,Toyota Land Cruiser VX 4.6 V8,3370,4/11/2024,2017,100000,Nhap khau,SUV,8,Ha Noi,7,Xang,4600,Toyota
1574,Mazda 3 1.5 AT,463,4/11/2024,2018,40000,Lap rap,Sedan,5,Ha Noi,6,Xang,1500,Mazda
1575,Lexus LX 570 Super Sport MBS,8199,4/11/2024,2020,28000,Nhap khau,SUV,4,Ha Noi,4,Xang,5700,Lexus
1576,Toyota Prado VX 2.7L,1980,4/11/2024,2019,86000,Nhap khau,SUV,7,Ha Noi,5,Xang,2700,Toyota
1577,Toyota Fortuner 2.7V 4x2 AT,810,4/11/2024,2019,50000,Nhap khau,SUV,7,Ha Noi,5,Xang,2700,Toyota
1578,Lexus GX 460,2250,4/11/2024,2014,96000,Nhap khau,SUV,7,Ha Noi,10,Xang,4600,Lexus
1579,VinFast VF9 Plus,1185,4/11/2024,2023,30000,Lap rap,SUV,6,Ha Noi,1,Dien,0,VinFast
1580,VinFast President 6.2 V8,1290,4/11/2024,2021,70000,Lap rap,SUV,7,Ha Noi,3,Xang,6200,VinFast
1581,Mercedes Benz GLC 200,1299,4/11/2024,2020,59000,Lap rap,SUV,5,Ha Noi,4,Xang,2000,Mercedes
1582,LandRover Range Rover Autobiography 5.0,2290,4/11/2024,2014,90000,Nhap khau,SUV,4,Ha Noi,10,Xang,5000,Land Rover
1583,Toyota Fortuner 2.7V 4x2 AT,660,4/11/2024,2016,0,Nhap khau,SUV,7,Ha Noi,8,Xang,2700,Toyota
1584,Mercedes Benz GLC 300 4Matic,2750,4/11/2024,2023,68,Lap rap,SUV,5,Ha Noi,1,Xang,2000,Mercedes
1585,Kia Cerato 1.6 AT Luxury,475,4/11/2024,2020,55000,Lap rap,Sedan,5,Ha Noi,4,Xang,1600,Kia
1586,Mercedes Benz GLC 300 4Matic,2490,4/11/2024,2023,12000,Lap rap,SUV,5,Ha Noi,1,Xang,2000,Mercedes
1587,Ford F150 Harley Davidson 5.0 V8,4660,4/11/2024,2019,0,Nhap khau,Ban tai,5,Ha Noi,5,Xang,5000,Ford
1588,Porsche Macan 2.0,3690,4/11/2024,2023,19000,Nhap khau,SUV,5,Ha Noi,1,Xang,2000,Porsche
1589,Lexus ES 250,2360,4/11/2024,2022,10000,Nhap khau,Sedan,5,Ha Noi,2,Xang,2500,Lexus
1590,Toyota Vios G 1.5 CVT,463,4/11/2024,2021,60000,Lap rap,Sedan,5,Ha Noi,3,Xang,1500,Toyota
1591,Mitsubishi Xpander Cross 1.5 AT,640,4/11/2024,2023,24000,Nhap khau,SUV,7,Ha Noi,1,Xang,1500,Mitsubishi
1592,VinFast Lux SA 2.0 Plus 2.0 AT,770,4/11/2024,2021,66000,Lap rap,SUV,7,Ha Noi,3,Xang,2000,VinFast
1593,Lexus RC 200t,1550,4/11/2024,2016,65101,Nhap khau,Coupe,5,Ha Noi,8,Xang,2000,Lexus
1594,VinFast VF8 Eco,745,4/11/2024,2022,46000,Lap rap,SUV,5,Ha Noi,2,Dien,0,VinFast
1595,Ford Ranger XLS 2.0L 4x2 AT,655,4/11/2024,2023,0,Lap rap,Ban tai,5,Ha Noi,1,Dau,2000,Ford
1596,Toyota Camry 2.5HV,1205,4/11/2024,2021,50000,Nhap khau,Sedan,5,Ha Noi,3,Hybrid,2500,Toyota
1597,VinFast VF9 Plus,1165,4/11/2024,2023,21000,Lap rap,SUV,6,Ha Noi,1,Dien,0,VinFast
1598,Suzuki Swift GLX 1.2 AT,435,4/11/2024,2019,70000,Nhap khau,Hatchback,5,Ha Noi,5,Xang,1200,Suzuki
1599,Mercedes Benz V class V250 Maybach Luxury,3499,4/11/2024,2022,499,Nhap khau,Van,6,Ha Noi,2,Xang,2000,Mercedes
1600,Mercedes Benz G class G63 AMG,10999,4/11/2024,2021,13300,Nhap khau,SUV,5,Ha Noi,3,Xang,4000,Mercedes
1601,Toyota Vios E CVT,455,4/11/2024,2022,45000,Lap rap,Sedan,5,Ha Noi,2,Xang,1500,Toyota
1602,Mercedes Benz C class C200 Exclusive,1060,4/11/2024,2020,30000,Lap rap,Sedan,5,Ha Noi,4,Xang,2000,Mercedes
1603,Mercedes Benz GL 500 4Matic,1550,4/11/2024,2015,120000,Nhap khau,SUV,7,Ha Noi,9,Xang,4700,Mercedes
1604,Lexus NX 300,1620,4/11/2024,2018,40000,Nhap khau,SUV,5,Ha Noi,6,Xang,2000,Lexus
1605,Mitsubishi Pajero Sport 3.0G 4x2 AT Premium,670,4/11/2024,2018,70000,Nhap khau,SUV,7,Ha Noi,6,Xang,3000,Mitsubishi
1606,Mercedes Benz GLC 300 4Matic,1250,4/11/2024,2019,70000,Lap rap,SUV,5,Ha Noi,5,Xang,2000,Mercedes
1607,Ford Ranger Raptor 2.0L 4x4 AT,969,4/11/2024,2021,70000,Nhap khau,Ban tai,5,Ha Noi,3,Dau,2000,Ford
1608,Toyota Fortuner 2.4G 4x2 AT Legender,1050,4/11/2024,2021,0,Lap rap,SUV,7,Ha Noi,3,Dau,2400,Toyota
1609,Ford Focus S 2.0 AT,290,4/11/2024,2014,80000,Lap rap,Hatchback,5,Ha Noi,10,Xang,2000,Ford
1610,Hyundai Palisade Prestige 2.2 AT HTRAC,1500,4/11/2024,2023,18000,Lap rap,SUV,6,Ha Noi,1,Dau,2200,Hyundai
1611,Nissan Navara VL 2.5 AT 4WD,630,4/11/2024,2021,28000,Nhap khau,Ban tai,5,Ha Noi,3,Dau,2500,Nissan
1612,Hyundai SantaFe Cao cap 2.2L HTRAC,1120,4/11/2024,2021,50000,Lap rap,SUV,7,Ha Noi,3,Dau,2200,Hyundai
1613,Audi A6 45 TFSI,1699,4/11/2024,2021,22000,Nhap khau,Sedan,5,Ha Noi,3,Xang,2000,Audi
1614,Porsche Cayenne 3.0 V6,2350,4/11/2024,2017,45000,Nhap khau,SUV,5,Ha Noi,7,Xang,3000,Porsche
1615,VinFast Fadil Tieu chuan 1.4 AT,348,4/11/2024,2022,20000,Lap rap,Hatchback,5,Ha Noi,2,Xang,1400,VinFast
1616,Kia Morning X-Line,389,4/11/2024,2023,11000,Lap rap,Hatchback,5,Ha Noi,1,Xang,1250,Kia
1617,Mazda CX5 Premium 2.0 AT,795,4/11/2024,2022,39000,Lap rap,SUV,5,Ha Noi,2,Xang,2000,Mazda
1618,Toyota Land Cruiser VX 4.6 V8,3085,4/11/2024,2016,100000,Nhap khau,SUV,8,Ha Noi,8,Xang,4600,Toyota
1619,Mercedes Benz C class C200,790,4/11/2024,2018,50000,Lap rap,Sedan,5,Ha Noi,6,Xang,2000,Mercedes
1620,Toyota Corolla Cross 1.8V,769,4/11/2024,2022,40000,Nhap khau,SUV,5,Ha Noi,2,Xang,1800,Toyota
1621,Honda City L 1.5 AT,479,4/11/2024,2022,36000,Lap rap,Sedan,5,Ha Noi,2,Xang,1500,Honda
1622,VinFast Lux SA 2.0 Premium 2.0 AT,795,4/11/2024,2020,58000,Lap rap,SUV,7,Ha Noi,4,Xang,2000,VinFast
1623,Honda Brio RS,375,4/11/2024,2020,30000,Nhap khau,Hatchback,5,Ha Noi,4,Xang,1200,Honda
1624,VinFast Lux SA 2.0 Premium 2.0 AT,875,4/11/2024,2021,30000,Lap rap,SUV,7,Ha Noi,3,Xang,2000,VinFast
1625,Kia Cerato 1.6 AT Luxury,499,4/11/2024,2020,0,Lap rap,Sedan,5,Ha Noi,4,Xang,1600,Kia
1626,Mitsubishi Xpander Cross 1.5 AT,679,4/11/2024,2024,8000,Nhap khau,SUV,7,Ha Noi,0,Xang,1500,Mitsubishi
1627,Lexus LX 570 Super Sport,6666,4/11/2024,2018,60000,Nhap khau,SUV,4,Ha Noi,6,Xang,5700,Lexus
1628,Hyundai Creta Dac biet 1.5 AT,609,4/11/2024,2022,19000,Nhap khau,Crossover,5,Ha Noi,2,Xang,1500,Hyundai
1629,Mitsubishi Xpander 1.5 AT Special Edition,500,4/11/2024,2019,43000,Nhap khau,SUV,7,Ha Noi,5,Xang,1500,Mitsubishi
1630,Porsche Taycan Base,5450,4/11/2024,2021,10000,Nhap khau,Sedan,4,Ha Noi,3,Dien,0,Porsche
1631,Ford Territory Titanium 1.5 AT,820,4/11/2024,2023,22000,Lap rap,SUV,5,Ha Noi,1,Xang,1500,Ford
1632,Porsche 718 Cayman 2.0 AT,4140,4/11/2024,2022,16000,Nhap khau,Coupe,2,Ha Noi,2,Xang,2000,Porsche
1633,Volvo XC90 Recharge T8 AWD,3450,4/11/2024,2021,60000,Nhap khau,SUV,7,Ha Noi,3,Hybrid,2000,Volvo
1634,Lexus RX 450h,3980,4/11/2024,2021,32000,Nhap khau,SUV,5,Ha Noi,3,Hybrid,3500,Lexus
1635,Mercedes Benz C class C200,410,4/11/2024,2014,81266,Lap rap,Sedan,5,Ha Noi,10,Xang,1800,Mercedes
1636,Kia Sedona 2.2L DATH,675,4/11/2024,2016,120000,Lap rap,Van,7,Ha Noi,8,Dau,2200,Kia
1637,BMW 5 Series 530i M Sport,1999,4/11/2024,2020,43000,Nhap khau,Sedan,5,Ha Noi,4,Xang,2000,BMW
1638,Porsche Macan 2.0,3699,4/11/2024,2023,19000,Nhap khau,SUV,5,Ha Noi,1,Xang,2000,Porsche
1639,Hyundai Accent 1.4 AT,460,4/11/2024,2023,21000,Lap rap,Sedan,5,Ha Noi,1,Xang,1400,Hyundai
1640,Honda City 1.5,440,4/11/2024,2020,50000,Lap rap,Sedan,5,Ha Noi,4,Xang,1500,Honda
1641,Mazda 3 1.5 AT,455,4/11/2024,2018,80000,Lap rap,Sedan,5,Ha Noi,6,Xang,1500,Mazda
1642,Hyundai Tucson 2.0 ATH,686,4/11/2024,2020,0,Lap rap,Crossover,5,Ha Noi,4,Xang,2000,Hyundai
1643,Mitsubishi Xpander 1.5 AT,525,4/11/2024,2020,40000,Nhap khau,SUV,7,Ha Noi,4,Xang,1500,Mitsubishi
1644,Hyundai Creta Dac biet 1.5 AT,625,4/11/2024,2023,20000,Nhap khau,Crossover,5,Ha Noi,1,Xang,1500,Hyundai
1645,Mercedes Benz E class E250,1055,4/11/2024,2017,112000,Lap rap,Sedan,5,Ha Noi,7,Xang,2000,Mercedes
1646,Toyota Fortuner 2.7V 4x2 AT,795,4/11/2024,2019,80000,Nhap khau,SUV,7,Ha Noi,5,Xang,2700,Toyota
1647,Mercedes Benz GLC 300 4Matic,1230,4/11/2024,2019,40000,Lap rap,SUV,5,Ha Noi,5,Xang,2000,Mercedes
1648,Ford EcoSport Titanium 1.5L AT,450,4/11/2024,2019,70000,Lap rap,SUV,5,Ha Noi,5,Xang,1500,Ford
1649,Mercedes Benz V class V250 AMG,3499,4/11/2024,2023,50,Nhap khau,Van,6,Ha Noi,1,Xang,2000,Mercedes
1650,Mazda 3 1.5 AT,425,4/11/2024,2017,60000,Lap rap,Hatchback,5,Ha Noi,7,Xang,1500,Mazda
1651,Mercedes Benz Maybach S450 4Matic,4650,4/11/2024,2020,30000,Nhap khau,Sedan,5,Ha Noi,4,Xang,3000,Mercedes
1652,VinFast Lux SA 2.0 Premium 2.0 AT,745,4/11/2024,2020,52000,Lap rap,SUV,7,Ha Noi,4,Xang,2000,VinFast
1653,Lexus RX 200t,1855,4/11/2024,2016,10000,Nhap khau,SUV,5,Ha Noi,8,Xang,2000,Lexus
1654,VinFast VF3 Plus,240,4/11/2024,2024,30,Lap rap,Hatchback,4,Ha Noi,0,Dien,0,VinFast
1655,Honda CRV L,799,4/11/2024,2019,57000,Nhap khau,SUV,7,Ha Noi,5,Xang,1500,Honda
1656,Kia Sorento 2.4 GAT Premium,608,4/11/2024,2019,63000,Lap rap,SUV,7,Ha Noi,5,Xang,2400,Kia
1657,Mazda 2 1.5 AT,345,4/11/2024,2015,6000,Lap rap,Hatchback,5,Ha Noi,9,Xang,1500,Mazda
1658,Lexus LX 570,6850,4/11/2024,2019,99000,Nhap khau,SUV,7,Ha Noi,5,Xang,5700,Lexus
1659,Lexus RX 350,2380,4/11/2024,2016,60000,Nhap khau,SUV,5,Ha Noi,8,Xang,3500,Lexus
1660,Kia Carens S SX 2.0 AT,365,4/11/2024,2014,27886,Lap rap,Crossover,7,Ha Noi,10,Xang,2000,Kia
1661,Lexus LX 570,4600,4/11/2024,2016,0,Nhap khau,SUV,7,Ha Noi,8,Xang,5700,Lexus
1662,VinFast Lux A 2.0 2.0 AT,560,4/11/2024,2020,44000,Lap rap,Sedan,5,Ha Noi,4,Xang,2000,VinFast
1663,Toyota Land Cruiser 4.6 V8,4550,4/11/2024,2021,73586,Nhap khau,SUV,8,Ha Noi,3,Xang,4600,Toyota
1664,LandRover Range Rover HSE 3.0,2555,4/11/2024,2015,89000,Nhap khau,SUV,5,Ha Noi,9,Xang,3000,Land Rover
1665,Honda CRV 2.0 AT,525,4/11/2024,2015,120000,Lap rap,SUV,5,Ha Noi,9,Xang,2000,Honda
1666,Toyota Camry 2.0G,945,4/11/2024,2022,30000,Nhap khau,Sedan,5,Ha Noi,2,Xang,2000,Toyota
1667,Toyota Camry 2.5Q,1175,4/11/2024,2022,50000,Nhap khau,Sedan,5,Ha Noi,2,Xang,2500,Toyota
1668,Toyota Fortuner 2.4G 4x2 AT,799,4/11/2024,2019,91000,Nhap khau,SUV,7,Ha Noi,5,Dau,2400,Toyota
1669,Mercedes Benz Maybach S400,2580,4/11/2024,2016,0,Nhap khau,Sedan,5,Ha Noi,8,Xang,3000,Mercedes
1670,Mercedes Benz GLC 300 4Matic,1959,4/11/2024,2022,30000,Lap rap,SUV,5,Ha Noi,2,Xang,2000,Mercedes
1671,Toyota Raize G 1.0 CVT,460,4/11/2024,2021,15000,Nhap khau,SUV,5,Ha Noi,3,Xang,1000,Toyota
1672,Mercedes Benz E class E200 Exclusive,1699,4/11/2024,2021,20000,Lap rap,Sedan,5,Ha Noi,3,Xang,2000,Mercedes
1673,Toyota Raize G 1.0 CVT,485,4/11/2024,2022,47000,Nhap khau,SUV,5,Ha Noi,2,Xang,1000,Toyota
1674,Mercedes Benz S class S450L,2750,4/11/2024,2020,39000,Lap rap,Sedan,5,Ha Noi,4,Xang,3000,Mercedes
1675,Kia Morning Si AT,268,4/11/2024,2016,29000,Lap rap,Hatchback,5,Ha Noi,8,Xang,1250,Kia
1676,Toyota Vios G 1.5 CVT,450,4/11/2024,2021,52000,Lap rap,Sedan,5,Ha Noi,3,Xang,1500,Toyota
1677,Toyota Prado TXL 2.7L,1030,4/11/2024,2015,10000,Nhap khau,SUV,7,Ha Noi,9,Xang,2700,Toyota
1678,Mitsubishi Attrage 1.2 CVT,405,4/11/2024,2022,43000,Nhap khau,Sedan,5,Ha Noi,2,Xang,1200,Mitsubishi
1679,Mercedes Benz GLC 300 4Matic,1970,4/11/2024,2022,30000,Lap rap,SUV,5,Ha Noi,2,Xang,2000,Mercedes
1680,Peugeot 3008 AL,835,4/11/2024,2022,29000,Lap rap,Crossover,5,Ha Noi,2,Xang,1600,Peugeot
1681,Porsche Cayenne 3.0 V6,4280,4/11/2024,2019,40000,Nhap khau,SUV,5,Ha Noi,5,Xang,3000,Porsche
1682,Lexus NX 300,1580,4/11/2024,2017,80000,Nhap khau,SUV,5,Ha Noi,7,Xang,2000,Lexus
1683,Hyundai Tucson 2.0 AT,625,4/11/2024,2019,58000,Lap rap,Crossover,5,Ha Noi,5,Xang,2000,Hyundai
1684,Toyota Corolla Cross 1.8HV,815,4/11/2024,2022,55000,Nhap khau,SUV,5,Ha Noi,2,Hybrid,1800,Toyota
1685,Ford Everest Titanium 2.0L 4x2 AT,845,4/11/2024,2019,0,Nhap khau,SUV,7,Ha Noi,5,Dau,2000,Ford
1686,Toyota Innova 2.0G,570,4/11/2024,2018,180000,Lap rap,Crossover,8,Ha Noi,6,Xang,2000,Toyota
1687,Mitsubishi Xpander Cross 1.5 AT,568,4/11/2024,2021,22000,Nhap khau,SUV,7,Ha Noi,3,Xang,1500,Mitsubishi
1688,Hyundai Accent 1.4 AT,440,4/11/2024,2023,46000,Lap rap,Sedan,5,Ha Noi,1,Xang,1400,Hyundai
1689,Hyundai SantaFe Premium 2.2L HTRAC,889,4/11/2024,2020,75000,Lap rap,SUV,7,Ha Noi,4,Dau,2200,Hyundai
1690,VinFast Lux SA 2.0 Plus 2.0 AT,770,4/11/2024,2021,37000,Lap rap,SUV,7,Ha Noi,3,Xang,2000,VinFast
1691,Ford Focus S 2.0 AT,335,4/11/2024,2015,60000,Lap rap,Hatchback,5,Ha Noi,9,Xang,2000,Ford
1692,Mercedes Benz E class E250,995,4/11/2024,2017,50000,Lap rap,Sedan,5,Ha Noi,7,Xang,2000,Mercedes
1693,VinFast President 6.2 V8,1350,4/11/2024,2021,57000,Lap rap,SUV,7,Ha Noi,3,Xang,6200,VinFast
1694,Peugeot 5008 1.6 AT,639,4/11/2024,2019,0,Lap rap,SUV,7,Ha Noi,5,Xang,1600,Peugeot
1695,Kia Morning Si AT,260,4/11/2024,2016,60000,Lap rap,Hatchback,5,Ha Noi,8,Xang,1250,Kia
1696,Kia Sorento 2.4 GAT Premium,640,4/11/2024,2019,50000,Lap rap,SUV,7,Ha Noi,5,Xang,2400,Kia
1697,Mercedes Benz E class E200 Exclusive,1619,4/11/2024,2021,72000,Lap rap,Sedan,5,Ha Noi,3,Xang,2000,Mercedes
1698,Mercedes Benz C class C43 AMG 4Matic,2350,4/11/2024,2023,14000,Lap rap,Sedan,5,Ha Noi,1,Xang,2000,Mercedes
1699,LandRover Range Rover Vogue 3.0,5968,4/11/2024,2019,40000,Nhap khau,SUV,5,Ha Noi,5,Xang,3000,Land Rover
1700,Toyota Yaris Cross HEV 1.5 CVT,750,4/11/2024,2023,18000,Nhap khau,SUV,5,Ha Noi,1,Hybrid,1500,Toyota
1701,Porsche Macan 2.0,3666,4/11/2024,2023,19000,Nhap khau,SUV,5,Ha Noi,1,Xang,2000,Porsche
1702,Mazda CX5 2.5 AT 2WD,630,4/11/2024,2018,48000,Lap rap,SUV,5,Ha Noi,6,Xang,2500,Mazda
1703,Ford Everest Titanium 2.0L 4x2 AT,1175,4/11/2024,2022,24000,Nhap khau,SUV,7,Ha Noi,2,Dau,2000,Ford
1704,Lexus RX 350 AWD,1459,4/11/2024,2014,59000,Nhap khau,SUV,5,Ha Noi,10,Xang,3500,Lexus
1705,Mitsubishi Outlander 2.0 CVT,568,4/11/2024,2018,79000,Lap rap,SUV,7,Ha Noi,6,Xang,2000,Mitsubishi
1706,Mercedes Benz Maybach S450 4Matic,4650,4/11/2024,2020,35000,Nhap khau,Sedan,5,Ha Noi,4,Xang,3000,Mercedes
1707,Kia Seltos Luxury 1.4 AT,565,4/11/2024,2020,33000,Lap rap,Crossover,5,Ha Noi,4,Xang,1400,Kia
1708,Mercedes Benz C class C300 AMG,1085,4/11/2024,2019,80000,Lap rap,Sedan,5,Ha Noi,5,Xang,2000,Mercedes
1709,Mercedes Benz S class S450L,2390,4/11/2024,2019,50000,Lap rap,Sedan,5,Ha Noi,5,Xang,3000,Mercedes
1710,Kia Sedona 2.2 DAT Luxury,899,4/11/2024,2021,60000,Lap rap,Van,7,Ha Noi,3,Dau,2200,Kia
1711,Mitsubishi Outlander 2.0 CVT Premium,695,4/11/2024,2020,62000,Lap rap,SUV,7,Ha Noi,4,Xang,2000,Mitsubishi
1712,Hyundai Accent 1.4 AT,445,4/11/2024,2023,26000,Lap rap,Sedan,5,Ha Noi,1,Xang,1400,Hyundai
1713,LandRover Range Rover Autobiography LWB 5.0,3150,4/11/2024,2014,80000,Nhap khau,SUV,4,Ha Noi,10,Xang,5000,Land Rover
1714,Hyundai Accent 1.4 AT,445,4/11/2024,2023,26000,Lap rap,Sedan,5,Ha Noi,1,Xang,1400,Hyundai
1715,LandRover Range Rover Autobiography LWB 5.0,3150,4/11/2024,2014,80000,Nhap khau,SUV,4,Ha Noi,10,Xang,5000,Land Rover
1716,Mercedes Benz GLC 300 4Matic,2596,4/11/2024,2023,32000,Lap rap,SUV,5,Ha Noi,1,Xang,2000,Mercedes
1717,Hyundai SantaFe Cao cap 2.2L HTRAC,1065,4/11/2024,2021,30000,Lap rap,SUV,7,Ha Noi,3,Dau,2200,Hyundai
1718,Toyota Alphard Executive Lounge,2899,4/11/2024,2019,60000,Nhap khau,Van,7,Ha Noi,5,Xang,3500,Toyota
1719,Toyota Hilux 2.4L 4x2 AT,609,4/11/2024,2020,61230,Nhap khau,Ban tai,5,Ha Noi,4,Dau,2400,Toyota
1720,Mercedes Benz GLC 200 4Matic,1599,4/11/2024,2021,20000,Lap rap,SUV,5,Ha Noi,3,Xang,2000,Mercedes
1721,LandRover Range Rover Evoque HSE Dynamic,920,4/11/2024,2015,70000,Nhap khau,SUV,5,Ha Noi,9,Xang,2000,Land Rover
1722,Mazda CX5 2.5 AT 2WD,656,4/11/2024,2018,65000,Lap rap,SUV,5,Ha Noi,6,Xang,2500,Mazda
